Designator,Mid X,Mid Y,Rotation,Layer
C2,126.492,-118.11,180.0,top
J2,151.257,-117.856,0.0,top
SW1,124.333,-106.172,-90.0,top
C4,153.416,-112.395,180.0,top
R2,126.619,-115.824,180.0,top
D1,123.825,-125.095,0.0,top
C3,126.365,-113.284,180.0,top
SW2,153.543,-106.045,-90.0,top
U1,138.938,-109.22,0.0,top
C1,123.063,-113.03,-90.0,top
R3,125.222,-122.301,-90.0,top
R1,123.19,-100.203,180.0,top
J1,133.858,-124.7235,-90.0,bottom
